# train_loss,val_loss
5.339027568697929382e-02,2.740967646241188049e-02
1.952964439988136292e-02,1.252594124525785446e-02
1.452092640101909637e-02,7.761027663946151733e-03
9.227599017322063446e-03,7.397286128252744675e-03
7.505000568926334381e-03,2.449011430144309998e-03
3.593890229240059853e-03,2.534274477511644363e-03
3.288146574050188065e-03,2.441970398649573326e-03
3.106674179434776306e-03,2.555717015638947487e-03
2.936035161837935448e-03,2.289801137521862984e-03
2.795788459479808807e-03,2.304316731169819832e-03
2.689285902306437492e-03,2.219237387180328369e-03
2.553955651819705963e-03,2.328149275854229927e-03
2.468547550961375237e-03,2.169405110180377960e-03
2.371540991589426994e-03,2.096178010106086731e-03
2.296013291925191879e-03,2.081618411466479301e-03
2.205658704042434692e-03,2.027739770710468292e-03
2.160606672987341881e-03,2.030729781836271286e-03
2.115986309945583344e-03,2.021528081968426704e-03
2.080584177747368813e-03,1.981125213205814362e-03
2.039646264165639877e-03,1.979095395654439926e-03
2.013216959312558174e-03,1.978343352675437927e-03
1.980133121833205223e-03,1.938965870067477226e-03
1.947376294992864132e-03,1.957979286089539528e-03
1.934061641804873943e-03,1.919601694680750370e-03
1.914170221425592899e-03,1.954196719452738762e-03
1.904755597934126854e-03,1.912805833853781223e-03
1.890496700070798397e-03,1.905413344502449036e-03
1.874038716778159142e-03,1.899972790852189064e-03
1.859594136476516724e-03,1.896026311442255974e-03
1.864466001279652119e-03,1.915183267556130886e-03
1.854876987636089325e-03,1.880051800981163979e-03
1.838273019529879093e-03,1.893047243356704712e-03
1.824782812036573887e-03,1.874141278676688671e-03
1.820581383071839809e-03,1.884742174297571182e-03
1.816351432353258133e-03,1.863378449343144894e-03
1.809217501431703568e-03,1.861941418610513210e-03
1.796994707547128201e-03,1.862881937995553017e-03
1.802869606763124466e-03,1.852982910349965096e-03
1.789436792023479939e-03,1.867542043328285217e-03
1.796031487174332142e-03,1.851853216066956520e-03
1.776505261659622192e-03,1.835454953834414482e-03
1.778262318111956120e-03,1.820457284338772297e-03
1.762167317792773247e-03,1.824022969231009483e-03
1.775000593625009060e-03,1.848641550168395042e-03
1.766979810781776905e-03,1.818420016206800938e-03
1.765282126143574715e-03,1.844529295340180397e-03
1.760171377100050449e-03,1.850974629633128643e-03
1.766118104569613934e-03,1.812801347114145756e-03
1.756691257469356060e-03,1.810781308449804783e-03
1.757494173943996429e-03,1.806639018468558788e-03
1.752615906298160553e-03,1.831056200899183750e-03
1.747308764606714249e-03,1.799365039914846420e-03
1.739613479003310204e-03,1.836724230088293552e-03
1.736239297315478325e-03,1.807688502594828606e-03
1.733098295517265797e-03,1.784361083991825581e-03
1.728239818476140499e-03,1.766955130733549595e-03
1.721299369819462299e-03,1.770550734363496304e-03
1.718018203973770142e-03,1.780822523869574070e-03
1.716264756396412849e-03,1.768120680935680866e-03
1.717654522508382797e-03,1.790993148460984230e-03
1.708334428258240223e-03,1.759165665134787560e-03
1.698936102911829948e-03,1.751889009028673172e-03
1.708309864625334740e-03,1.743481960147619247e-03
1.697441213764250278e-03,1.767517882399260998e-03
1.691777724772691727e-03,1.758618396706879139e-03
1.687617157585918903e-03,1.751653035171329975e-03
1.679157721810042858e-03,1.725822105072438717e-03
1.685900380834937096e-03,1.710372162051498890e-03
1.682097790762782097e-03,1.728023635223507881e-03
1.674119732342660427e-03,1.715556019917130470e-03
1.672809943556785583e-03,1.713119680061936378e-03
1.660811598412692547e-03,1.702948822639882565e-03
1.662218244746327400e-03,1.750353374518454075e-03
1.672473270446062088e-03,1.729415846057236195e-03
1.662323833443224430e-03,1.693263649940490723e-03
1.658029388636350632e-03,1.695478567853569984e-03
1.652737730182707310e-03,1.701675588265061378e-03
1.654002349823713303e-03,1.705677714198827744e-03
1.647271914407610893e-03,1.703261164948344231e-03
1.639769179746508598e-03,1.756779500283300877e-03
1.647448749281466007e-03,1.702018547803163528e-03
1.642444403842091560e-03,1.681204186752438545e-03
1.650059013627469540e-03,1.685808412730693817e-03
1.639670110307633877e-03,1.669271849095821381e-03
1.634812331758439541e-03,1.685915049165487289e-03
1.629692036658525467e-03,1.710287178866565228e-03
1.639181748032569885e-03,1.739772036671638489e-03
1.639334950596094131e-03,1.705744420178234577e-03
1.614525215700268745e-03,1.674790284596383572e-03
1.623213640414178371e-03,1.687051728367805481e-03
1.623100601136684418e-03,1.697016647085547447e-03
1.617772155441343784e-03,1.696049119345843792e-03
1.622079173102974892e-03,1.697824918664991856e-03
1.618865295313298702e-03,1.678118947893381119e-03
1.613173983059823513e-03,1.674784929491579533e-03
1.607039826922118664e-03,1.669789548031985760e-03
1.612349646165966988e-03,1.691881916485726833e-03
1.622721320018172264e-03,1.673289109021425247e-03
1.607883023098111153e-03,1.665821648202836514e-03
