# train_loss,val_loss
5.503244698047637939e-02,4.374898970127105713e-03
1.060115452855825424e-02,2.329771174117922783e-03
7.310390472412109375e-03,2.342936350032687187e-03
5.409431178122758865e-03,2.007887465879321098e-03
4.075681790709495544e-03,1.680605346336960793e-03
3.309972118586301804e-03,1.431383658200502396e-03
2.725478727370500565e-03,2.572400495409965515e-03
2.596011152490973473e-03,1.433669473044574261e-03
2.307523041963577271e-03,1.980142667889595032e-03
2.253994112834334373e-03,1.788250287063419819e-03
2.143587218597531319e-03,1.275989576242864132e-03
2.120863879099488258e-03,1.287136459723114967e-03
2.063245745375752449e-03,1.393792801536619663e-03
2.004736568778753281e-03,1.242810394614934921e-03
1.961942762136459351e-03,1.331770792603492737e-03
1.883245888166129589e-03,2.110899193212389946e-03
2.125584054738283157e-03,1.571582513861358166e-03
1.916152890771627426e-03,1.864111982285976410e-03
1.950403791852295399e-03,1.529391040094196796e-03
1.827439060434699059e-03,1.763873617164790630e-03
1.807702239602804184e-03,1.733766053803265095e-03
1.733192359097301960e-03,1.398933236487209797e-03
1.698182779364287853e-03,1.638590707443654537e-03
1.625229837372899055e-03,1.756492420099675655e-03
1.603606389835476875e-03,1.533098402433097363e-03
1.592457643710076809e-03,1.386408461257815361e-03
1.579924952238798141e-03,1.542034326121211052e-03
1.538085867650806904e-03,1.800744095817208290e-03
1.533967442810535431e-03,1.615063170902431011e-03
1.535533345304429531e-03,1.391327241435647011e-03
1.580141135491430759e-03,1.722069457173347473e-03
1.545247272588312626e-03,1.745961955748498440e-03
1.523367129266262054e-03,1.506801112554967403e-03
1.489277696236968040e-03,1.745553221553564072e-03
1.500167883932590485e-03,1.601986819878220558e-03
1.491728937253355980e-03,1.562479184940457344e-03
1.504054060205817223e-03,1.299346098676323891e-03
1.481699291616678238e-03,1.849360065534710884e-03
1.453839940950274467e-03,1.605948200449347496e-03
1.468432834371924400e-03,1.721289823763072491e-03
1.445555710233747959e-03,1.517153345048427582e-03
1.458029611967504025e-03,1.891525695100426674e-03
1.445638365112245083e-03,1.879037474282085896e-03
1.461105188354849815e-03,1.817170763388276100e-03
