# train_loss,val_loss
6.109999179840087891e+00,4.102333545684814453e+00
2.615473031997680664e+00,1.444040894508361816e+00
8.701146245002746582e-01,4.908410608768463135e-01
3.253865540027618408e-01,2.497180402278900146e-01
2.256543040275573730e-01,2.008629739284515381e-01
1.799051910638809204e-01,1.587882339954376221e-01
1.412422060966491699e-01,1.238986179232597351e-01
1.095934286713600159e-01,9.546954184770584106e-02
8.436673879623413086e-02,7.326071709394454956e-02
6.474756449460983276e-02,5.612832680344581604e-02
4.980872571468353271e-02,4.329608753323554993e-02
3.875599056482315063e-02,3.401714935898780823e-02
3.099534846842288971e-02,2.783015370368957520e-02
2.635336481034755707e-02,2.487733028829097748e-02
2.487107552587985992e-02,2.452655509114265442e-02
2.477293275296688080e-02,2.450116723775863647e-02
2.475669421255588531e-02,2.448874525725841522e-02
2.471893280744552612e-02,2.446897514164447784e-02
2.469760738313198090e-02,2.444810792803764343e-02
2.465729229152202606e-02,2.438070066273212433e-02
2.462841197848320007e-02,2.436151541769504547e-02
2.459297329187393188e-02,2.433433942496776581e-02
2.457456290721893311e-02,2.439972758293151855e-02
2.455540932714939117e-02,2.431668713688850403e-02
2.452916465699672699e-02,2.431585267186164856e-02
2.450731024146080017e-02,2.426964230835437775e-02
2.447614818811416626e-02,2.423683553934097290e-02
2.444575913250446320e-02,2.423346973955631256e-02
2.438919618725776672e-02,2.417947910726070404e-02
2.434439025819301605e-02,2.410562522709369659e-02
2.427156455814838409e-02,2.404855564236640930e-02
2.418884076178073883e-02,2.394312061369419098e-02
2.404610812664031982e-02,2.382467873394489288e-02
2.386707812547683716e-02,2.353762835264205933e-02
2.351381070911884308e-02,2.308285608887672424e-02
2.255770936608314514e-02,2.132532373070716858e-02
1.746877655386924744e-02,4.455404821783304214e-03
1.968749566003680229e-03,1.631052116863429546e-03
1.759055186994373798e-03,1.621588366106152534e-03
1.749392715282738209e-03,1.627086312510073185e-03
1.752141048200428486e-03,1.616801018826663494e-03
1.750172465108335018e-03,1.633057487197220325e-03
1.737471786327660084e-03,1.606136327609419823e-03
1.731012598611414433e-03,1.625228323973715305e-03
1.732045901007950306e-03,1.595456735230982304e-03
1.728780334815382957e-03,1.592577318660914898e-03
1.719789230264723301e-03,1.631028368137776852e-03
1.705113798379898071e-03,1.681787311099469662e-03
1.706073293462395668e-03,1.591135282069444656e-03
1.713936100713908672e-03,1.588560524396598339e-03
1.697368570603430271e-03,1.620680675841867924e-03
1.698034116998314857e-03,1.581216230988502502e-03
1.695657614618539810e-03,1.637305947951972485e-03
