# train_loss,val_loss
6.108673572540283203e+00,4.101194381713867188e+00
2.614389181137084961e+00,1.446034431457519531e+00
8.990475535392761230e-01,5.488116145133972168e-01
3.929300606250762939e-01,2.661510407924652100e-01
2.417889684438705444e-01,2.179844379425048828e-01
1.969648599624633789e-01,1.765781641006469727e-01
1.592254787683486938e-01,1.424933373928070068e-01
1.285074055194854736e-01,1.150772571563720703e-01
1.041958630084991455e-01,9.372620284557342529e-02
7.120122015476226807e-02,5.792154371738433838e-02
5.086367204785346985e-02,4.420112818479537964e-02
3.920556977391242981e-02,3.444926068186759949e-02
3.107813000679016113e-02,2.796213701367378235e-02
2.617800235748291016e-02,2.474009990692138672e-02
2.455756627023220062e-02,2.434807270765304565e-02
2.445611357688903809e-02,2.435464039444923401e-02
2.445146068930625916e-02,2.434915862977504730e-02
2.442996948957443237e-02,2.436327189207077026e-02
2.443579584360122681e-02,2.433508634567260742e-02
2.440970018506050110e-02,2.434099093079566956e-02
2.439636550843715668e-02,2.429062873125076294e-02
2.438268996775150299e-02,2.428344637155532837e-02
2.437986433506011963e-02,2.446022816002368927e-02
2.439002133905887604e-02,2.427754923701286316e-02
2.435084432363510132e-02,2.425061725080013275e-02
2.434263005852699280e-02,2.429169602692127228e-02
2.431405521929264069e-02,2.423495426774024963e-02
2.428903989493846893e-02,2.417139336466789246e-02
2.425031177699565887e-02,2.421265468001365662e-02
2.423232607543468475e-02,2.420487068593502045e-02
2.416137047111988068e-02,2.404371462762355804e-02
2.409022301435470581e-02,2.396549098193645477e-02
2.397165261209011078e-02,2.381104044616222382e-02
2.379935421049594879e-02,2.360961027443408966e-02
2.346431463956832886e-02,2.305471710860729218e-02
2.250331826508045197e-02,2.130944840610027313e-02
1.744273677468299866e-02,4.539142362773418427e-03
1.895600929856300354e-03,1.662542228586971760e-03
1.682772766798734665e-03,1.634837011806666851e-03
1.679017557762563229e-03,1.606901758350431919e-03
1.669815741479396820e-03,1.664879149757325649e-03
1.673398539423942566e-03,1.656341482885181904e-03
1.655613305047154427e-03,1.692220219410955906e-03
1.649876125156879425e-03,1.596091780811548233e-03
1.637915149331092834e-03,1.583566772751510143e-03
1.631651888601481915e-03,1.669250777922570705e-03
1.621782546862959862e-03,1.613958156667649746e-03
1.606469973921775818e-03,1.609519356861710548e-03
1.607251586392521858e-03,1.544549246318638325e-03
1.599465729668736458e-03,1.597336609847843647e-03
1.594339963048696518e-03,1.538709970191121101e-03
1.590782310813665390e-03,1.526632579043507576e-03
1.574313268065452576e-03,1.575136673636734486e-03
1.561744953505694866e-03,1.527770305983722210e-03
1.560784294269979000e-03,1.538170385174453259e-03
1.543605118058621883e-03,1.579451723955571651e-03
1.545229693874716759e-03,1.503894687630236149e-03
1.529957167804241180e-03,1.484683714807033539e-03
1.539764110930263996e-03,1.473712502047419548e-03
1.524676103144884109e-03,1.478749676607549191e-03
1.530180685222148895e-03,1.501860446296632290e-03
1.519728568382561207e-03,1.474036718718707561e-03
1.516721560619771481e-03,1.473707729019224644e-03
1.509128022007644176e-03,1.489000860601663589e-03
1.506479689851403236e-03,1.497687655501067638e-03
1.512135262601077557e-03,1.497498014941811562e-03
1.499965554103255272e-03,1.593879540450870991e-03
1.498907222412526608e-03,1.489134505391120911e-03
1.496433280408382416e-03,1.468014670535922050e-03
1.490005757659673691e-03,1.451187185011804104e-03
1.490695169195532799e-03,1.449281116947531700e-03
1.491389935836195946e-03,1.467421185225248337e-03
1.480899984017014503e-03,1.476938952691853046e-03
1.482660765759646893e-03,1.478191115893423557e-03
1.479205326177179813e-03,1.445996225811541080e-03
1.477285288274288177e-03,1.463264925405383110e-03
1.473701442591845989e-03,1.493261312134563923e-03
1.460661762394011021e-03,1.424944261088967323e-03
1.465752022340893745e-03,1.429380150511860847e-03
1.466726418584585190e-03,1.429347554221749306e-03
1.453914213925600052e-03,1.452403492294251919e-03
1.459082937799394131e-03,1.460668048821389675e-03
1.460661413148045540e-03,1.427984330803155899e-03
