# train_loss,val_loss
8.363506317138671875e+00,8.309974670410156250e+00
8.291008949279785156e+00,8.242600440979003906e+00
8.223476409912109375e+00,8.176666259765625000e+00
8.157822608947753906e+00,8.111810684204101562e+00
8.093141555786132812e+00,8.047340393066406250e+00
8.028864860534667969e+00,7.983343601226806641e+00
7.965015411376953125e+00,7.919728279113769531e+00
7.901428222656250000e+00,7.856493473052978516e+00
7.838390350341796875e+00,7.793646335601806641e+00
7.775508403778076172e+00,7.731142520904541016e+00
7.713188648223876953e+00,7.669000148773193359e+00
7.651181697845458984e+00,7.607220649719238281e+00
7.589620113372802734e+00,7.545804500579833984e+00
7.528172016143798828e+00,7.484757900238037109e+00
7.467335700988769531e+00,7.424042224884033203e+00
7.406694412231445312e+00,7.363675117492675781e+00
7.346419334411621094e+00,7.303651332855224609e+00
7.286523342132568359e+00,7.243956089019775391e+00
7.227008342742919922e+00,7.184598445892333984e+00
7.167731761932373047e+00,7.125568866729736328e+00
7.108850002288818359e+00,7.066854953765869141e+00
7.050276756286621094e+00,7.008455276489257812e+00
6.991951465606689453e+00,6.950357437133789062e+00
6.933925628662109375e+00,6.892582416534423828e+00
6.876352310180664062e+00,6.835110664367675781e+00
6.818932056427001953e+00,6.777928352355957031e+00
6.761824607849121094e+00,6.721023559570312500e+00
6.705034255981445312e+00,6.664417743682861328e+00
6.648555278778076172e+00,6.608108997344970703e+00
6.592353820800781250e+00,6.552081108093261719e+00
6.536419868469238281e+00,6.496322631835937500e+00
6.480763435363769531e+00,6.440839767456054688e+00
6.425349712371826172e+00,6.385614395141601562e+00
6.370254516601562500e+00,6.330654144287109375e+00
6.315378665924072266e+00,6.275994777679443359e+00
6.260797023773193359e+00,6.221535205841064453e+00
6.206447601318359375e+00,6.167374134063720703e+00
6.152389526367187500e+00,6.113436698913574219e+00
6.098543643951416016e+00,6.059774875640869141e+00
6.044917583465576172e+00,6.006346225738525391e+00
5.991603374481201172e+00,5.953173637390136719e+00
5.938529014587402344e+00,5.900202751159667969e+00
