# train_loss,val_loss
8.478796005249023438e+00,8.364197731018066406e+00
8.344628334045410156e+00,8.277767181396484375e+00
8.254115104675292969e+00,8.190301895141601562e+00
8.170253753662109375e+00,8.114562034606933594e+00
8.095458984375000000e+00,8.046915054321289062e+00
8.026331901550292969e+00,7.981841564178466797e+00
7.959793090820312500e+00,7.918034553527832031e+00
7.895533084869384766e+00,7.854794979095458984e+00
7.831870079040527344e+00,7.791827201843261719e+00
7.768691539764404297e+00,7.729223728179931641e+00
7.706141948699951172e+00,7.667025089263916016e+00
7.644141674041748047e+00,7.605268478393554688e+00
7.582321166992187500e+00,7.543870925903320312e+00
7.520861148834228516e+00,7.482733726501464844e+00
7.460046291351318359e+00,7.421858310699462891e+00
7.399237632751464844e+00,7.361361026763916016e+00
7.338865756988525391e+00,7.301269054412841797e+00
7.278978824615478516e+00,7.241552829742431641e+00
7.219379901885986328e+00,7.182219028472900391e+00
7.159955024719238281e+00,7.123173236846923828e+00
7.101003646850585938e+00,7.064401626586914062e+00
7.042351245880126953e+00,7.005910873413085938e+00
6.984212398529052734e+00,6.947735786437988281e+00
6.925955295562744141e+00,6.889876842498779297e+00
6.868343830108642578e+00,6.832403659820556641e+00
6.810983180999755859e+00,6.775259971618652344e+00
6.753775119781494141e+00,6.718368053436279297e+00
6.696861743927001953e+00,6.661732673645019531e+00
6.640465259552001953e+00,6.605364322662353516e+00
6.584160804748535156e+00,6.549283504486083984e+00
6.528212070465087891e+00,6.493481636047363281e+00
6.472443103790283203e+00,6.437967300415039062e+00
6.417106151580810547e+00,6.382734775543212891e+00
6.361889839172363281e+00,6.327790737152099609e+00
6.306989669799804688e+00,6.273073673248291016e+00
6.252422809600830078e+00,6.218602180480957031e+00
6.198001384735107422e+00,6.164400100708007812e+00
6.144009590148925781e+00,6.110468864440917969e+00
6.090238571166992188e+00,6.056800365447998047e+00
6.036523342132568359e+00,6.003389835357666016e+00
5.983208656311035156e+00,5.950207710266113281e+00
5.930106639862060547e+00,5.897243499755859375e+00
5.877257347106933594e+00,5.844539642333984375e+00
5.824578762054443359e+00,5.792051315307617188e+00
5.772086143493652344e+00,5.739797592163085938e+00
5.719989776611328125e+00,5.687774181365966797e+00
5.668057441711425781e+00,5.635972499847412109e+00
5.616343975067138672e+00,5.584407806396484375e+00
5.564880371093750000e+00,5.533070087432861328e+00
5.513637065887451172e+00,5.481961727142333984e+00
5.462546825408935547e+00,5.431069850921630859e+00
5.411725044250488281e+00,5.380390644073486328e+00
5.361207485198974609e+00,5.329932689666748047e+00
5.310804843902587891e+00,5.279680252075195312e+00
5.260607719421386719e+00,5.229649066925048828e+00
5.210661888122558594e+00,5.179827690124511719e+00
5.160905838012695312e+00,5.130224227905273438e+00
5.111479282379150391e+00,5.080830574035644531e+00
5.062119960784912109e+00,5.031650066375732422e+00
5.013008117675781250e+00,4.982675552368164062e+00
4.964056968688964844e+00,4.933908462524414062e+00
4.915392875671386719e+00,4.885347366333007812e+00
4.866936683654785156e+00,4.836982250213623047e+00
4.818625926971435547e+00,4.788832187652587891e+00
4.770547866821289062e+00,4.740890026092529297e+00
4.722712516784667969e+00,4.693154335021972656e+00
4.675036430358886719e+00,4.645625591278076172e+00
4.627563476562500000e+00,4.598304271697998047e+00
4.580343246459960938e+00,4.551189422607421875e+00
4.533313751220703125e+00,4.504281997680664062e+00
4.486523628234863281e+00,4.457584381103515625e+00
4.439858436584472656e+00,4.411094188690185547e+00
4.393432617187500000e+00,4.364815235137939453e+00
4.347225666046142578e+00,4.318745136260986328e+00
4.301249504089355469e+00,4.272888660430908203e+00
4.255497455596923828e+00,4.227242469787597656e+00
4.209886550903320312e+00,4.181813240051269531e+00
4.164566516876220703e+00,4.136598110198974609e+00
4.119410991668701172e+00,4.091601371765136719e+00
4.074573516845703125e+00,4.046823978424072266e+00
4.029786586761474609e+00,4.002265453338623047e+00
3.985359668731689453e+00,3.957930803298950195e+00
3.941096305847167969e+00,3.913819313049316406e+00
3.897067546844482422e+00,3.869933843612670898e+00
3.853241443634033203e+00,3.826279878616333008e+00
3.809687852859497070e+00,3.782856941223144531e+00
3.766350984573364258e+00,3.739666700363159180e+00
3.723242521286010742e+00,3.696714878082275391e+00
3.680392265319824219e+00,3.653999567031860352e+00
3.637752294540405273e+00,3.611528873443603516e+00
3.595381975173950195e+00,3.569301128387451172e+00
3.553232908248901367e+00,3.527319908142089844e+00
3.511354207992553711e+00,3.485589981079101562e+00
