# train_loss,val_loss
8.372355461120605469e+00,8.299809455871582031e+00
8.285506248474121094e+00,8.233753204345703125e+00
8.220174789428710938e+00,8.168969154357910156e+00
8.155329704284667969e+00,8.104074478149414062e+00
8.090683937072753906e+00,8.039709091186523438e+00
8.026455879211425781e+00,7.975701332092285156e+00
7.962613105773925781e+00,7.912131309509277344e+00
7.899126052856445312e+00,7.848802566528320312e+00
7.835972309112548828e+00,7.785909652709960938e+00
7.773169994354248047e+00,7.723373889923095703e+00
7.710672378540039062e+00,7.661207199096679688e+00
7.648636817932128906e+00,7.599378585815429688e+00
7.586981773376464844e+00,7.537927627563476562e+00
7.525665760040283203e+00,7.476896762847900391e+00
7.464782714843750000e+00,7.416183948516845703e+00
7.404189586639404297e+00,7.355793476104736328e+00
7.344013690948486328e+00,7.295841693878173828e+00
7.284100532531738281e+00,7.236090183258056641e+00
7.224483013153076172e+00,7.176784515380859375e+00
7.165276527404785156e+00,7.117732524871826172e+00
7.106385707855224609e+00,7.059005260467529297e+00
7.047789573669433594e+00,7.000615119934082031e+00
6.989514827728271484e+00,6.942543983459472656e+00
6.931489944458007812e+00,6.884748935699462891e+00
6.873845100402832031e+00,6.827352523803710938e+00
6.816539764404296875e+00,6.770093441009521484e+00
6.759473800659179688e+00,6.713215351104736328e+00
6.702688217163085938e+00,6.656655311584472656e+00
6.646201133728027344e+00,6.600305557250976562e+00
6.589969635009765625e+00,6.544286727905273438e+00
6.534076690673828125e+00,6.488529682159423828e+00
6.478415966033935547e+00,6.433045864105224609e+00
6.423044204711914062e+00,6.377855300903320312e+00
6.367918968200683594e+00,6.322888851165771484e+00
6.313102245330810547e+00,6.268218994140625000e+00
6.258513927459716797e+00,6.213787078857421875e+00
6.204192161560058594e+00,6.159608840942382812e+00
6.150117874145507812e+00,6.105714321136474609e+00
6.096294403076171875e+00,6.052033901214599609e+00
6.042745113372802734e+00,5.998602390289306641e+00
5.989372730255126953e+00,5.945493221282958984e+00
5.936334609985351562e+00,5.892477512359619141e+00
5.883471012115478516e+00,5.839800834655761719e+00
5.830850124359130859e+00,5.787310600280761719e+00
5.778530597686767578e+00,5.735065937042236328e+00
5.726372241973876953e+00,5.683081626892089844e+00
5.674420356750488281e+00,5.631291389465332031e+00
5.622727394104003906e+00,5.579775333404541016e+00
5.571263790130615234e+00,5.528403759002685547e+00
5.520010948181152344e+00,5.477307796478271484e+00
5.469015598297119141e+00,5.426414966583251953e+00
5.418192386627197266e+00,5.375749111175537109e+00
5.367633342742919922e+00,5.325299263000488281e+00
5.317233562469482422e+00,5.275045394897460938e+00
5.267084598541259766e+00,5.225039482116699219e+00
5.217164516448974609e+00,5.175201416015625000e+00
5.167420387268066406e+00,5.125605583190917969e+00
5.117915630340576172e+00,5.076214790344238281e+00
5.068573474884033203e+00,5.027026653289794922e+00
5.019484996795654297e+00,4.978049755096435547e+00
4.970576286315917969e+00,4.929276943206787109e+00
4.921898365020751953e+00,4.880721569061279297e+00
4.873411655426025391e+00,4.832352161407470703e+00
4.825137138366699219e+00,4.784207820892333984e+00
4.777090072631835938e+00,4.736260414123535156e+00
4.729229927062988281e+00,4.688544273376464844e+00
4.681554317474365234e+00,4.640997886657714844e+00
4.634125232696533203e+00,4.593679428100585938e+00
4.586870670318603516e+00,4.546571731567382812e+00
4.539832592010498047e+00,4.499642372131347656e+00
4.492988109588623047e+00,4.452944755554199219e+00
4.446373462677001953e+00,4.406443119049072266e+00
4.399979591369628906e+00,4.360181808471679688e+00
4.353782176971435547e+00,4.314082622528076172e+00
4.307748794555664062e+00,4.268238544464111328e+00
4.261984348297119141e+00,4.222584724426269531e+00
4.216422557830810547e+00,4.177143096923828125e+00
4.171061992645263672e+00,4.131947040557861328e+00
4.125905036926269531e+00,4.086910247802734375e+00
4.081002712249755859e+00,4.042129993438720703e+00
4.036310195922851562e+00,3.997572660446166992e+00
3.991805315017700195e+00,3.953239679336547852e+00
